cmc_id,cmc_symbol,cmc_slug,binance_futures_status,binance_spot_status,cmc_price_usd,cmc_price_timestamp
35148,POLY,polytrader-by-virtuals,,stale,7.315344242e-05,2026-07-15T00:00:00
35251,AION,aion-5100,,stale,0.00596773324303,2026-07-15T00:00:00
35484,ALPHA,realalphacoin,,stale,0.00023323522321,2026-07-15T00:00:00
35626,DATA,data-network,,stale,0.2802611186,2026-07-15T00:00:00
35793,ANT,autonomi,,stale,0.0602016377,2026-07-15T00:00:00
35892,TUT,tutorial,ambiguous,ambiguous,0.0129342238,2026-07-15T00:00:00
36148,USD1,usd1,,ambiguous,0.9988319399,2026-07-15T00:00:00
37357,A2Z,arena-z,,stale,8.330734991e-05,2026-07-15T00:00:00
37508,ERN,ethernity-chain,,stale,0.0134971195,2026-07-15T00:00:00
37723,ANT,all-inx,,stale,0.3408890397,2026-07-15T00:00:00
37986,LIGHT,light,ambiguous,,0.1261385605,2026-07-15T00:00:00
38147,MC,mixmax,,stale,0.0515735448,2026-07-15T00:00:00
38153,NVDA,nvidia-derivatives,ambiguous,,211.1377758022,2026-07-15T00:00:00
38506,LIGHT,bitlight,ambiguous,,0.1268399993,2026-07-15T00:00:00
38530,BTG,openverse-network,,stale,0.6837670471,2026-07-15T00:00:00
38577,MOB,mobile-blockchain,,stale,0.3175461977,2026-07-15T00:00:00
38647,FUN,sport-fun,,stale,0.0201620784,2026-07-15T00:00:00
38688,USD1,united-states-drip-1,,ambiguous,1.0192800199,2026-07-15T00:00:00
39039,TCT,tectum-cash-token,,stale,0.00126098166758,2026-07-15T00:00:00
39064,NIGHT,midnight-network,ambiguous,ambiguous,0.0293860302,2026-07-15T00:00:00
39125,LIT,lighter,,stale,2.4158196394,2026-07-15T00:00:00
39249,TON,att-tokenized-stock-ondo,,stale,,
39433,XMR,monero-ai,,stale,0.00034105985046,2026-07-15T00:00:00
39469,MU,micron-technology-inc-derivatives,ambiguous,,897.1255432954,2026-07-15T00:00:00
39470,GOOGL,alphabet-inc-derivatives,ambiguous,,371.9130702266,2026-07-15T00:00:00
39471,AMZN,amazon-com-inc-derivatives,ambiguous,,255.2824746249,2026-07-15T00:00:00
39478,HOOD,robinhood-markets-derivatives,ambiguous,,115.5210359309,2026-07-15T00:00:00
39491,AAPL,apple-inc-derivatives,ambiguous,,327.4654846191,2026-07-15T00:00:00
39493,IWM,ishares-russell-2000-etf-derivatives,stale,,295.8469024808,2026-07-15T00:00:00
39495,MSFT,microsoft-corporation-derivatives,ambiguous,,397.0751138368,2026-07-15T00:00:00
39501,SPCX,spacex-derivatives,ambiguous,,135.8624748996,2026-07-15T00:00:00
39513,META,meta-platforms-inc-derivatives,ambiguous,,679.7791784303,2026-07-15T00:00:00
39516,URNM,sprott-uranium-miners-etf-derivatives,stale,,50.8792580114,2026-07-15T00:00:00
39517,QQQ,ustech-derivatives,ambiguous,,717.2222337037,2026-07-15T00:00:00
39555,ETH,bridged-eth-near-intents,ambiguous,ambiguous,1913.0726107159,2026-07-15T00:00:00
39615,META,meta-platforms-tokenized-stock-hyperliquid,ambiguous,,679.7837062969,2026-07-15T00:00:00
39616,MSFT,microsoft-tokenized-stock-hyperliquid,ambiguous,,399.3540565105,2026-07-15T00:00:00
39619,AMZN,amazon-tokenized-stock-hyperliquid,ambiguous,,256.4448114735,2026-07-15T00:00:00
39621,SPY,spdr-sp-500-etf-trust-tokenized-etf-hyperliquid,ambiguous,,750.6084643662,2026-07-15T00:00:00
39622,GOOGL,alphabet-tokenized-stock-hyperliquid,ambiguous,,370.160339181,2026-07-15T00:00:00
39623,QQQ,invesco-qqq-trust-tokenized-etf-hyperliquid,ambiguous,,716.0159089004,2026-07-15T00:00:00
39624,AAPL,apple-tokenized-stock-hyperliquid,ambiguous,,323.5703656346,2026-07-15T00:00:00
39625,HOOD,robinhood-tokenized-stock-hyperliquid,ambiguous,,113.7955104948,2026-07-15T00:00:00
39682,PROS,pharos,,stale,0.3865479838,2026-07-15T00:00:00
39685,EWJ,ishares-msci-japan-etf-derivatives,stale,,93.3611746352,2026-07-15T00:00:00
39731,NOW,now-chain,stale,,5.196326933e-05,2026-07-15T00:00:00
39732,SPY,state-street-spdr-sp-500-etf-trust-derivatives,ambiguous,,754.5510548902,2026-07-15T00:00:00
39928,GME,gamestop-corp-derivatives,stale,,22.2243319345,2026-07-15T00:00:00
39949,EWZ,ishares-msci-brazil-etf-derivatives,stale,,35.8451689945,2026-07-15T00:00:00
39953,EBAY,ebay-derivstives,stale,,112.903678519,2026-07-15T00:00:00
39954,ZM,zoom-derivatives,stale,,92.917791703,2026-07-15T00:00:00
40016,BRKB,berkshire-hathaway-class-b-derivatives,stale,,489.2310876494,2026-07-15T00:00:00
40111,NOW,servicenow-inc-derivatives,stale,,104.9309911058,2026-07-15T00:00:00
40115,ADBE,adobe-inc-derivatives,stale,,224.4913087734,2026-07-15T00:00:00
40116,CRM,salesforce-inc-derivatives,stale,,167.3896001447,2026-07-15T00:00:00
40227,CIEN,ciena-corp-derivatives,stale,,417.9405382737,2026-07-15T00:00:00
40238,SPCX,spacex-tokenized-stock-backpack,ambiguous,,136.1465342855,2026-07-15T00:00:00
40552,SONY,sony-group-corp-derivatives,stale,,20.6824382707,2026-07-15T00:00:00
40584,BOT,robostrategy-inc-derivatives,ambiguous,,32.8561788891,2026-07-15T00:00:00
40679,TTWO,take-two-interactive-software-inc-common-stock-derivatives,stale,,243.9353614624,2026-07-15T00:00:00
40682,TXN,texas-instruments-incorporated-common-stock-derivatives,stale,,300.4649808771,2026-07-15T00:00:00
40685,NVDA,nvidia-tokenized-stock-robinhood,ambiguous,,211.0336513524,2026-07-15T00:00:00
40694,SPY,spdr-sp-500-trust-tokenized-etf-robinhood,ambiguous,,,
40695,MSFT,microsoft-tokenized-stock-robinhood,ambiguous,,396.668062307,2026-07-15T00:00:00
40703,AAPL,apple-tokenized-stock-robinhood,ambiguous,,,
40718,AMZN,amazon-tokenized-stock-robinhood,ambiguous,,,
40757,GOOGL,alphabet-class-a-tokenized-stock-robinhood,ambiguous,,357.5070955071,2026-07-15T00:00:00
40780,META,meta-platforms-tokenized-stock-robinhood,ambiguous,,,
40816,BOT,robostrategy-inc-tokenized-stock-backpack,ambiguous,,32.648682344,2026-07-15T00:00:00
40817,MU,micron-technology-inc-tokenized-stock-backpack,ambiguous,,897.1573291163,2026-07-15T00:00:00
40827,XBI,state-street-spdr-sp-biotech-etf-derivaties,stale,,156.6081554594,2026-07-15T00:00:00
